tag	class	mesh	cnt_tex1	tex1[0]	tex1[1]	tex1[2]	tex1[3]	tex1[4]	cnt_tex2	tex1[0]	tex1[1]	cnt_dtab1	dtab1[0]	dtab1[1]	dtab1[2]	dtab1[3]	dtab1[4]	dtab1[5]	dtab1[6]	dtab1[7]	dtab1[8]	dtab1[9]	npc_speed	UNK_0	cnt_snd1	snd1[0]	snd1[1]	snd1[2]	cnt_snd2	snd2[0]	snd2[1]	snd2[2]	snd2[3]	snd2[4]	cnt_snd3	snd3[0]	snd3[1]	snd3[2]	UNK_0a	unk1_cnt	unk1_tab[0]	unk1_tab[1]	unk1_tab[2]	unk1_tab[3]	unk1_tab[4]	unk1_tab[5]	unk1_tab[6]	unk1_tab[7]	unk1_tab[8]	unk1_tab[9]	unk1_tab[10]	unk1_tab[11]	unk1_tab[12]	unk1_tab[13]	unk1_tab[14]	unk1_tab[15]	unk1_tab[16]	unk1_tab[17]	unk1_tab[18]	unk1_tab[19]	unk1_tab[20]	unk1_tab[21]	unk1_tab[22]	unk1_tab[23]	unk1_tab[24]	unk1_tab[25]	level_lim_dn	level_lim_up	effect	UNK_2	sound_rad	sound_vol	sound_rnd	quest_be	class_lim_?
7715	LineageNPC.a_mageguild_teacher_FHuman	LineageNPCs.a_mageguild_teacher_FHuman_m00	4	LineageNPCsTex.a_mageguild_teacher_FHuman_m00_t00_b00	LineageNPCsTex.a_mageguild_teacher_FHuman_m00_t00_b01	LineageNPCsTex.a_mageguild_teacher_FHuman_m00_t00_f	LineageNPCsTex.a_mageguild_teacher_FHuman_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_2	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_7	3	ChrSound.FNpc_Lady_Dmg_1	ChrSound.FNpc_Lady_Dmg_2	ChrSound.FNpc_Lady_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7716	LineageNPC.a_teleporter_FHuman	LineageNPCs.a_teleporter_FHuman_m00	4	LineageNPCsTex.a_teleporter_FHuman_m00_t00_b00	LineageNPCsTex.a_teleporter_FHuman_m00_t00_b01	LineageNPCsTex.a_teleporter_FHuman_m00_t00_f	LineageNPCsTex.a_teleporter_FHuman_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_4	ItemSound.armor_leather_5	ItemSound.armor_leather_6	ItemSound.armor_leather_7	3	ChrSound.FNpc_Lady_Dmg_1	ChrSound.FNpc_Lady_Dmg_2	ChrSound.FNpc_Lady_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7717	LineageNPC.a_mageguild_teacher_MElf	LineageNPCs.a_mageguild_teacher_MElf_m00	4	LineageNPCsTex.a_mageguild_teacher_MElf_m00_t00_b00	LineageNPCsTex.a_mageguild_teacher_MElf_m00_t00_b01	LineageNPCsTex.a_mageguild_teacher_MElf_m00_t00_f	LineageNPCsTex.a_mageguild_teacher_MElf_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_3	ItemSound.armor_leather_6	ItemSound.armor_metal_weak_5	ItemSound.armor_metal_weak_9	3	ChrSound.MNpc_Young_Dmg_1	ChrSound.MNpc_Young_Dmg_2	ChrSound.MNpc_Young_Dmg_3	1	0																											43	43	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7718	LineageNPC.a_mageguild_teacher_FElf	LineageNPCs.a_mageguild_teacher_FElf_m00	4	LineageNPCsTex.a_mageguild_teacher_FElf_m00_t00_b00	LineageNPCsTex.a_mageguild_teacher_FElf_m00_t00_b01	LineageNPCsTex.a_mageguild_teacher_FElf_m00_t00_f	LineageNPCsTex.a_mageguild_teacher_FElf_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_underwear_1	ItemSound.armor_underwear_2	ItemSound.armor_underwear_3	ItemSound.armor_underwear_4	ItemSound.armor_leather_7	3	ChrSound.FNpc_Fighter_Dmg_3	ChrSound.FNpc_Young_Dmg_3	ChrSound.FNpc_Lady_Dmg_1	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7719	LineageNPC.a_teleporter_FElf	LineageNPCs.a_teleporter_FElf_m00	4	LineageNPCsTex.a_teleporter_FElf_m00_t00_b00	LineageNPCsTex.a_teleporter_FElf_m00_t00_b01	LineageNPCsTex.a_teleporter_FElf_m00_t00_f	LineageNPCsTex.a_teleporter_FElf_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_underwear_1	ItemSound.armor_underwear_2	ItemSound.armor_underwear_3	ItemSound.armor_underwear_4	ItemSound.armor_leather_7	3	ChrSound.FNpc_Fighter_Dmg_3	ChrSound.FNpc_Young_Dmg_3	ChrSound.FNpc_Lady_Dmg_1	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7720	LineageNPC.a_mageguild_teacher_FDarkElf	LineageNPCs.a_mageguild_teacher_FDarkElf_m00	4	LineageNPCsTex.a_mageguild_teacher_FDarkElf_m00_t00_b00	LineageNPCsTex.a_mageguild_teacher_FDarkElf_m00_t00_b01	LineageNPCsTex.a_mageguild_teacher_FDarkElf_m00_t00_f	LineageNPCsTex.a_mageguild_teacher_FDarkElf_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_7	3	ChrSound.FNpc_Fighter_Dmg_1	ChrSound.FNpc_Fighter_Dmg_2	ChrSound.FNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7721	LineageNPC.a_mageguild_teacher_MDarkElf	LineageNPCs.a_mageguild_teacher_MDarkElf_m00	4	LineageNPCsTex.a_mageguild_teacher_MDarkElf_m00_t00_b00	LineageNPCsTex.a_mageguild_teacher_MDarkElf_m00_t00_b01	LineageNPCsTex.a_mageguild_teacher_MDarkElf_m00_t00_f	LineageNPCsTex.a_mageguild_teacher_MDarkElf_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_7	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Old_Dmg_2	ChrSound.MNpc_Young_Dmg_3	1	0																											75	75	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7722	LineageNPC.a_teleporter_FDarkElf	LineageNPCs.a_teleporter_FDarkElf_m00	4	LineageNPCsTex.a_teleporter_FDarkElf_m00_t00_b00	LineageNPCsTex.a_teleporter_FDarkElf_m00_t00_b01	LineageNPCsTex.a_teleporter_FDarkElf_m00_t00_f	LineageNPCsTex.a_teleporter_FDarkElf_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_5	ItemSound.armor_metal_weak_2	ItemSound.armor_metal_weak_5	3	ChrSound.FNpc_Fighter_Dmg_1	ChrSound.FNpc_Fighter_Dmg_2	ChrSound.FNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7723	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_3	ItemSound.armor_metal_strong_8	ItemSound.armor_metal_strong_10	ItemSound.armor_metal_alt_9	ItemSound.armor_metal_alt_5	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
7724	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_4	ItemSound.armor_metal_strong_6	ItemSound.armor_metal_strong_11	ItemSound.armor_metal_alt_10	ItemSound.armor_metal_alt_4	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
7725	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_3	ItemSound.armor_metal_strong_8	ItemSound.armor_metal_strong_10	ItemSound.armor_metal_alt_9	ItemSound.armor_metal_alt_5	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
7726	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_4	ItemSound.armor_metal_strong_6	ItemSound.armor_metal_strong_11	ItemSound.armor_metal_alt_10	ItemSound.armor_metal_alt_4	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
7727	LineageNPC.a_teleporter_FHuman	LineageNPCs.a_teleporter_FHuman_m00	4	LineageNPCsTex.a_teleporter_FHuman_m00_t00_b00	LineageNPCsTex.a_teleporter_FHuman_m00_t00_b01	LineageNPCsTex.a_teleporter_FHuman_m00_t00_f	LineageNPCsTex.a_teleporter_FHuman_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_7	3	ChrSound.FNpc_Lady_Dmg_1	ChrSound.FNpc_Lady_Dmg_2	ChrSound.FNpc_Lady_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7728	LineageNPC.a_fighterguild_teacher_FHuman	LineageNPCs.a_fighterguild_teacher_FHuman_m00	4	LineageNPCsTex.a_fighterguild_teacher_FHuman_m00_t00_b00	LineageNPCsTex.a_fighterguild_teacher_FHuman_m00_t00_b01	LineageNPCsTex.a_fighterguild_teacher_FHuman_m00_t00_f	LineageNPCsTex.a_fighterguild_teacher_FHuman_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_7	ItemSound.armor_leather_8	3	ChrSound.FNpc_Lady_Dmg_1	ChrSound.FNpc_Lady_Dmg_2	ChrSound.FNpc_Lady_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7729	LineageNPC.a_wharfinger_MHuman	LineageNPCs.a_wharfinger_MHuman_m00	4	LineageNPCsTex.a_wharfinger_MHuman_m00_t00_b00	LineageNPCsTex.a_wharfinger_MHuman_m00_t00_b01	LineageNPCsTex.a_wharfinger_MHuman_m00_t00_f	LineageNPCsTex.a_wharfinger_MHuman_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_4	ItemSound.armor_leather_5	ItemSound.armor_leather_6	ItemSound.armor_leather_7	3	ChrSound.MNpc_Old_Dmg_1	ChrSound.MNpc_Old_Dmg_2	ChrSound.MNpc_Old_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7730	LineageNPC.a_fighterguild_teacher_MHuman	LineageNPCs.a_fighterguild_teacher_MHuman_m00	4	LineageNPCsTex.a_fighterguild_teacher_MHuman_m00_t00_b00	LineageNPCsTex.a_fighterguild_teacher_MHuman_m00_t00_b01	LineageNPCsTex.a_fighterguild_teacher_MHuman_m00_t00_f	LineageNPCsTex.a_fighterguild_teacher_MHuman_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_4	ItemSound.armor_metal_strong_6	ItemSound.armor_metal_strong_11	ItemSound.armor_metal_alt_10	ItemSound.armor_metal_alt_4	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7731	LineageNPC.a_traderB_MHuman	LineageNPCs.a_traderB_MHuman_m00	4	LineageNPCsTex.a_traderB_MHuman_m00_t00_b00	LineageNPCsTex.a_traderB_MHuman_m00_t00_b01	LineageNPCsTex.a_traderB_MHuman_m00_t00_f	LineageNPCsTex.a_traderB_MHuman_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_7	3	ChrSound.MNpc_Young_Dmg_1	ChrSound.MNpc_Fighter_Dmg_3	ChrSound.MNpc_Young_Dmg_3	1	0																											15	15	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7732	LineageMonster.ol_mahum	LineageMonsters.ol_mahum_m00	2	LineageMonstersTex.ol_mahum_t00	LineageMonstersTex.ol_mahum_t01				0			1	0										1.00000000	0	3	ItemSound.sword_big_9	ItemSound.spear_2	ItemSound.sword_mid_9	5	MonSound.Hit_normal_3	MonSound.Hit_Normal_10	MonSound.Hit_Metal_1	MonSound.Hit_Metal_3	MonSound.Hit_normal_12	3	MonSound.ol_mahum_dmg_1	MonSound.ol_mahum_dmg_2	MonSound.ol_mahum_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
7733	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			1	0										2.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_2	ItemSound.armor_metal_strong_5	ItemSound.armor_metal_strong_8	ItemSound.armor_metal_alt_7	ItemSound.armor_metal_alt_3	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
7734	LineageNPC.box	LineageNPCs.box_m00	2	LineageNPCsTex.box_t00	LineageNPCsTex.box_t01				0			1	0										1.00000000	0	1				5	MonSound.Hit_wood_1	MonSound.Hit_Wood_2	MonSound.Hit_Wood_3	MonSound.Hit_Wood_4	MonSound.Hit_Wood_5	1				0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
7735	LineageNPC.a_fighterguild_master_FHuman	LineageNPCs.a_fighterguild_master_FHuman_m00	4	LineageNPCsTex.a_fighterguild_master_FHuman_m00_t00_b00	LineageNPCsTex.a_fighterguild_master_FHuman_m00_t00_b01	LineageNPCsTex.a_fighterguild_master_FHuman_m00_t00_f	LineageNPCsTex.a_fighterguild_master_FHuman_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_1	ItemSound.armor_metal_strong_3	ItemSound.armor_metal_strong_7	ItemSound.armor_metal_alt_6	ItemSound.armor_metal_alt_2	3	ChrSound.FNpc_Lady_Dmg_1	ChrSound.FNpc_Lady_Dmg_2	ChrSound.FNpc_Lady_Dmg_3	1	0																											25	25	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7736	LineageNPC.a_common_peopleA_MHuman	LineageNPCs.a_common_peopleA_MHuman_m00	2	LineageNPCsTex.a_common_peopleA_MHuman_m00_t00_b00	LineageNPCsTex.a_common_peopleA_MHuman_m00_t00_b01				0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_4	ItemSound.armor_metal_strong_7	ItemSound.armor_metal_alt_6	ItemSound.armor_leather_7	3	ChrSound.MNpc_Young_Dmg_1	ChrSound.MNpc_Fighter_Dmg_3	ChrSound.MNpc_Young_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7737	LineageNPC.a_traderA_MHuman	LineageNPCs.a_traderA_MHuman_m00	4	LineageNPCsTex.a_traderA_MHuman_m00_t00_b00	LineageNPCsTex.a_traderA_MHuman_m00_t00_b01	LineageNPCsTex.a_traderA_MHuman_m00_t00_f	LineageNPCsTex.a_traderA_MHuman_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_underwear_1	ItemSound.armor_underwear_2	ItemSound.armor_underwear_3	ItemSound.armor_leather_1	ItemSound.armor_leather_3	3	ChrSound.MNpc_Old_Dmg_2	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7738	LineageNPC.e_traderA_FDwarf	LineageNPCs.e_traderA_FDwarf_m00	4	LineageNPCsTex.e_traderA_FDwarf_m00_t00_b00	LineageNPCsTex.e_traderA_FDwarf_m00_t00_b01	LineageNPCsTex.e_traderA_FDwarf_m00_t00_f	LineageNPCsTex.e_traderA_FDwarf_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_underwear_1	ItemSound.armor_underwear_2	ItemSound.armor_underwear_3	ItemSound.armor_underwear_4	ItemSound.armor_leather_7	3	ChrSound.FNpc_Young_Dmg_1	ChrSound.FNpc_Young_Dmg_2	ChrSound.FNpc_Young_Dmg_3	1	0																											30	30	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7739	LineageMonster.fox	LineageMonsters.fox_m00	1	LineageMonstersTex.fox_t00					0			1	0										1.00000000	0	1				5	MonSound.Hit_Normal_1	MonSound.Hit_normal_3	MonSound.Hit_Normal_4	MonSound.Hit_normal_12	MonSound.Hit_Normal_13	3	MonSound.fox_dmg_1	MonSound.fox_dmg_2	MonSound.fox_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
7740	LineageMonster.poison_toad	LineageMonsters.poison_toad_m00	1	LineageMonstersTex.poison_toad_t00					0			1	0										1.00000000	0	1				5	MonSound.Hit_Wet_1	MonSound.Hit_Wet_2	MonSound.Hit_Wet_3	MonSound.Hit_Wet_4	MonSound.Hit_Wet_5	3	MonSound.g_toad_dmg_1	MonSound.g_toad_dmg_2	MonSound.g_toad_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
7741	LineageMonster.rabbit	LineageMonsters.rabbit_m00	1	LineageMonstersTex.rabbit_t00					0			1	0										1.00000000	0	1				5	MonSound.Hit_Normal_1	MonSound.Hit_normal_3	MonSound.Hit_Wet_3	MonSound.Hit_normal_12	MonSound.Hit_Normal_13	3	MonSound.rabbit_dmg_1	MonSound.rabbit_dmg_2	MonSound.rabbit_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
7742	LineageMonster.pixy	LineageMonsters.pixy_m00	2	LineageMonstersTex.pixy_t00	LineageMonstersTex.pixy_t01				0			1	0										1.00000000	0	1				1	MonSound.Hit_Soul_7					3	MonSound.pixy_dmg_1	MonSound.pixy_dmg_2	MonSound.pixy_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
7743	LineageNPC.coffer_c	LineageNPCs.coffer_c_m00	1	LineageNPCsTex.coffer_c_t00					0			1	0										1.00000000	0	1				5	MonSound.Hit_wood_1	MonSound.Hit_Wood_2	MonSound.Hit_Wood_3	MonSound.Hit_Wood_4	MonSound.Hit_Wood_5	1				0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
7744	LineageNPC.a_traderA_MHuman	LineageNPCs.a_traderA_MHuman_m00	4	LineageNPCsTex.a_traderA_MHuman_m00_t00_b00	LineageNPCsTex.a_traderA_MHuman_m00_t00_b01	LineageNPCsTex.a_traderA_MHuman_m00_t00_f	LineageNPCsTex.a_traderA_MHuman_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_underwear_1	ItemSound.armor_underwear_2	ItemSound.armor_underwear_3	ItemSound.armor_leather_1	ItemSound.armor_leather_3	3	ChrSound.MNpc_Old_Dmg_2	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	1	0																											35	35	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7745	LineageNPC.a_common_peopleA_MHuman	LineageNPCs.a_common_peopleA_MHuman_m00	2	LineageNPCsTex.a_common_peopleA_MHuman_m00_t00_b00	LineageNPCsTex.a_common_peopleA_MHuman_m00_t00_b01				0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_4	ItemSound.armor_leather_5	ItemSound.armor_metal_alt_8	ItemSound.armor_metal_alt_1	3	ChrSound.MNpc_Young_Dmg_1	ChrSound.MNpc_Fighter_Dmg_3	ChrSound.MNpc_Young_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7746	LineageNPC.a_teleporter_FDarkElf	LineageNPCs.a_teleporter_FDarkElf_m00	4	LineageNPCsTex.a_teleporter_FDarkElf_m00_t00_b00	LineageNPCsTex.a_teleporter_FDarkElf_m00_t00_b01	LineageNPCsTex.a_teleporter_FDarkElf_m00_t00_f	LineageNPCsTex.a_teleporter_FDarkElf_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_4	ItemSound.armor_leather_5	ItemSound.armor_leather_6	ItemSound.armor_leather_7	3	ChrSound.FNpc_Fighter_Dmg_1	ChrSound.FNpc_Fighter_Dmg_2	ChrSound.FNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7747	LineageMonster.pixy	LineageMonsters.pixy_m00	2	LineageMonstersTex.pixy_t00	LineageMonstersTex.pixy_t01				0			1	0										1.00000000	0	1				1	MonSound.Hit_Soul_7					3	MonSound.pixy_dmg_1	MonSound.pixy_dmg_2	MonSound.pixy_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
7748	LineageMonster.drake	LineageMonsters.drake_m00	2	LineageMonstersTex.drake_t00	LineageMonstersTex.drake_t01				0			1	0										1.00000000	0	1				5	MonSound.Hit_Normal_10	MonSound.Hit_Shell_2	MonSound.Hit_Shell_4	MonSound.Hit_Shell_1	MonSound.Hit_Stone_3	3	MonSound.drake_dmg_1	MonSound.drake_dmg_2	MonSound.drake_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
7749	LineageMonster.drake	LineageMonsters.drake_m00	2	LineageMonstersTex.drake_t00	LineageMonstersTex.drake_t01				0			1	0										1.00000000	0	1				5	MonSound.Hit_Normal_10	MonSound.Hit_Shell_2	MonSound.Hit_Shell_4	MonSound.Hit_Shell_1	MonSound.Hit_Stone_3	3	MonSound.drake_dmg_1	MonSound.drake_dmg_2	MonSound.drake_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
7750	LineageMonster.drake	LineageMonsters.drake_m00	2	LineageMonstersTex.drake_t00	LineageMonstersTex.drake_t01				0			1	0										1.00000000	0	1				5	MonSound.Hit_Normal_10	MonSound.Hit_Shell_2	MonSound.Hit_Shell_4	MonSound.Hit_Shell_1	MonSound.Hit_Stone_3	3	MonSound.drake_dmg_1	MonSound.drake_dmg_2	MonSound.drake_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
7751	LineageMonster.wyrm	LineageMonsters.wyrm_m00	2	LineageMonstersTex.wyrm_t00	LineageMonstersTex.wyrm_t01				0			1	0										1.00000000	0	1				5	MonSound.Hit_Normal_10	MonSound.Hit_Shell_2	MonSound.Hit_Shell_4	MonSound.Hit_Shell_1	MonSound.Hit_Stone_3	3	MonSound.wyrm_dmg_1	MonSound.wyrm_dmg_2	MonSound.wyrm_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
7752	LineageMonster.wyrm	LineageMonsters.wyrm_m00	2	LineageMonstersTex.wyrm_t00	LineageMonstersTex.wyrm_t01				0			1	0										1.00000000	0	1				5	MonSound.Hit_Normal_10	MonSound.Hit_Shell_2	MonSound.Hit_Shell_4	MonSound.Hit_Shell_1	MonSound.Hit_Stone_3	3	MonSound.wyrm_dmg_1	MonSound.wyrm_dmg_2	MonSound.wyrm_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
